NAME,YEAR,AUTHOR,MUSEUM,STYLE,AMOUNT,SEGURO_TOTAL
Chaos Sunset Beauty 2337,1960,Jackson Pollock,Louvre Museum,Expressionism,7817516,0.986883214
Fantasy Memories Serenity 2611,1550,Claude Monet,Louvre Museum,Abstract,6997948,0.990328811
Time Colors Dream 1622,1515,Claude Monet,Vatican Museums,Surrealism,11621216,0.339801187
Serenity Journey Colors 1828,1963,Michelangelo Buonarroti,Museum of Modern Art,Minimalism,3541405,0.340738194
Time Serenity Tranquility 1740,1647,Jackson Pollock,State Hermitage Museum,Realism,6027223,0.879171987
Sunset Serenity Fantasy 2206,1745,Gustav Klimt,Metropolitan Museum of Art,Romanticism,1136073,0.047446611
Love Beauty Serenity 1990,1731,Andy Warhol,Louvre Museum,Renaissance,3106095,0.995268135
Light Journey Euphoria 2123,1853,Georgia O'Keeffe,Prado Museum,Cubism,8402338,0.56145625
Balance Time Chaos 2435,1846,Gustav Klimt,State Hermitage Museum,Expressionism,11975096,0.773353481
Love Colors Dream 2295,1785,Peter Paul Rubens,Louvre Museum,Baroque,4833577,0.081218623
Abstract Rhythm Time 1511,1894,Vincent van Gogh,National Gallery,Expressionism,13395012,0.251941053
Beauty Awakening Light 2465,2008,Frida Kahlo,Prado Museum,Abstract,5810715,0.207053326
Beauty Tranquility Rhythm 2430,1876,Rembrandt van Rijn,The British Museum,Expressionism,1753128,0.055248901
Tranquility Awakening Passion 1989,1962,Jean-Michel Basquiat,State Hermitage Museum,Expressionism,1299442,0.313451993
Serenity Light Light 1973,1642,Jasper Johns,Louvre Museum,Baroque,7286056,0.848237107
Chaos Abstract Awakening 1943,1694,Salvador Dali,Uffizi Gallery,Baroque,4604161,0.056393368
Love Whispers Colors 1706,1949,Gustav Klimt,The British Museum,Baroque,13307812,0.627513266
Chaos Awakening Journey 2422,1681,Salvador Dali,Uffizi Gallery,Impressionism,11339886,0.709241883
Sunset Nature Light 2171,1761,Andy Warhol,Prado Museum,Romanticism,4689799,0.217734487
Balance Abstract Colors 2311,1909,Claude Monet,Louvre Museum,Renaissance,1542446,0.678870303
Ocean Memories Forest 1846,1501,Vincent van Gogh,Vatican Museums,Realism,3753810,0.343981722
Euphoria Harmony Rhythm 2674,1718,Pablo Picasso,Metropolitan Museum of Art,Minimalism,8723980,0.040690778
Euphoria Fantasy Love 2375,1538,Mark Rothko,Museum of Modern Art,Abstract,11417997,0.796049896
Harmony Time Passion 2318,1811,Gustav Klimt,Tate Modern,Realism,12993386,0.637522817
Fantasy Ocean Awakening 1855,1973,Jackson Pollock,Vatican Museums,Cubism,1938735,0.607474169
Euphoria Sunset Reflections 2472,1831,Edouard Manet,State Hermitage Museum,Surrealism,4702586,0.145010991
Tranquility Balance Euphoria 1860,1562,Frida Kahlo,Metropolitan Museum of Art,Renaissance,7064718,0.666494318
Serenity Reflections Dream 2396,1552,Peter Paul Rubens,Vatican Museums,Minimalism,10550557,0.50132628
Serenity Chaos Fantasy 2175,1881,Alfred Sisley,State Hermitage Museum,Abstract,14423572,0.386496068
Euphoria Colors Fantasy 2028,2016,Mark Rothko,Museum of Modern Art,Baroque,7748875,0.49525834
Journey Abstract Serenity 2698,1653,Mark Rothko,Prado Museum,Expressionism,4557897,0.811574152
Rhythm Whispers Serenity 2665,1983,Edvard Munch,State Hermitage Museum,Expressionism,5500782,0.492354864
Ocean Journey Harmony 2534,1999,Michelangelo Buonarroti,State Hermitage Museum,Expressionism,13225491,0.856199688
Beauty Balance Awakening 2148,1864,Jean-Michel Basquiat,Vatican Museums,Realism,2190862,0.480756037
Love Serenity Sunset 1614,1795,Leonardo da Vinci,The British Museum,Cubism,6410792,0.319913338
Ocean Abstract Light 2187,1928,Lucian Freud,National Gallery,Realism,10367004,0.092532696
Journey Fantasy Balance 1730,1521,Diego Rivera,Prado Museum,Realism,4668986,0.634644004
Memories Serenity Love 2439,1899,Paul Cezanne,Museum of Modern Art,Abstract,11576646,0.919472293
Fantasy Ocean Beauty 2522,1866,Salvador Dali,National Gallery,Cubism,6388256,0.035648706
Serenity Fantasy Rhythm 2363,1758,Salvador Dali,Metropolitan Museum of Art,Realism,4478246,0.281646521
Balance Awakening Light 2497,1513,Andy Warhol,Tate Modern,Expressionism,11469774,0.720892364
Forest Memories Serenity 2314,1509,Georgia O'Keeffe,Metropolitan Museum of Art,Cubism,1649793,0.249155991
Forest Euphoria Beauty 2282,1785,Peter Paul Rubens,Museum of Modern Art,Renaissance,8616695,0.839184637
Ocean Balance Rhythm 1701,1547,Henri Matisse,State Hermitage Museum,Surrealism,11004459,0.696446249
Journey Nature Passion 1835,1780,Edouard Manet,State Hermitage Museum,Cubism,4921849,0.757616811
Forest Fantasy Chaos 2575,1643,Leonardo da Vinci,Vatican Museums,Realism,8023075,0.916813126
Balance Fantasy Memories 2160,2006,Mark Rothko,Tate Modern,Renaissance,5452862,0.193098875
Rhythm Tranquility Fantasy 1650,1688,Rembrandt van Rijn,Prado Museum,Impressionism,14360328,0.03452775
Nature Ocean Serenity 1586,1524,Michelangelo Buonarroti,Metropolitan Museum of Art,Minimalism,9277211,0.394857283
Tranquility Serenity Ocean 1617,1787,Claude Monet,Vatican Museums,Cubism,8927277,0.510874584
Nature Fantasy Abstract 2572,1725,Paul Cezanne,Uffizi Gallery,Renaissance,6720793,0.971561794
Tranquility Nature Euphoria 2534,2022,Paul Cezanne,National Gallery,Expressionism,9236356,0.841503716
Balance Ocean Rhythm 2134,1923,Jasper Johns,The British Museum,Surrealism,13992054,0.443122287
Awakening Colors Love 1949,1611,Gustav Klimt,Louvre Museum,Abstract,13215638,0.425218694
Reflections Colors Passion 1586,1530,Rembrandt van Rijn,The British Museum,Romanticism,13358556,0.225781782
Light Reflections Beauty 1808,1546,Salvador Dali,Metropolitan Museum of Art,Minimalism,1504671,0.19417655
Rhythm Whispers Beauty 1886,1963,Andy Warhol,State Hermitage Museum,Minimalism,5079280,0.989345567
Serenity Nature Passion 1719,1595,Alfred Sisley,Museum of Modern Art,Surrealism,3321928,0.347415824
Sunset Reflections Ocean 1631,1809,Frida Kahlo,Tate Modern,Cubism,7031099,0.606850348
Light Harmony Harmony 2509,1631,Jean-Michel Basquiat,Louvre Museum,Cubism,11954854,0.946550947
Time Journey Light 2677,1941,Leonardo da Vinci,Vatican Museums,Expressionism,6418308,0.945832331
Sunset Beauty Chaos 1577,1505,Michelangelo Buonarroti,Vatican Museums,Abstract,10865950,0.724316871
Serenity Dream Chaos 2607,1845,Jackson Pollock,Uffizi Gallery,Renaissance,2416732,0.962755718
Forest Light Memories 1822,1502,Pablo Picasso,Tate Modern,Renaissance,13242480,0.508447073
Serenity Abstract Dream 2380,1813,Edvard Munch,National Gallery,Renaissance,10345682,0.856267339
Harmony Awakening Whispers 2362,1841,Michelangelo Buonarroti,National Gallery,Expressionism,10956747,0.727813002
Rhythm Forest Chaos 2212,1582,Banksy,State Hermitage Museum,Cubism,11646764,0.501765935
Reflections Passion Passion 2111,1677,Claude Monet,National Gallery,Surrealism,8345090,0.855881354
Nature Passion Reflections 2403,1567,Edouard Manet,Prado Museum,Baroque,2506128,0.420175698
Fantasy Beauty Sunset 2333,1566,Edouard Manet,Uffizi Gallery,Minimalism,7827312,0.914354906
Journey Reflections Harmony 1614,1787,Banksy,Prado Museum,Minimalism,4057002,0.046952861
Sunset Dream Chaos 1557,1925,Salvador Dali,State Hermitage Museum,Baroque,6468999,0.739382248
Journey Rhythm Chaos 2054,1521,Jackson Pollock,The British Museum,Realism,7783610,0.914119134
Harmony Tranquility Colors 2449,1762,Paul Cezanne,Tate Modern,Romanticism,2218168,0.350268174
Light Balance Harmony 1580,1563,Jasper Johns,Metropolitan Museum of Art,Romanticism,14466252,0.581886741
Beauty Rhythm Passion 1661,1670,Henri Matisse,The British Museum,Cubism,12201660,0.005573316
Harmony Reflections Awakening 2555,1673,Diego Rivera,National Gallery,Renaissance,10840570,0.382789336
Journey Love Balance 2395,1783,Jasper Johns,Louvre Museum,Realism,1721799,0.248634203
Journey Rhythm Light 2410,1934,Salvador Dali,The British Museum,Abstract,13893468,0.948526421
Light Reflections Serenity 1578,1611,Vincent van Gogh,Vatican Museums,Realism,7441266,0.266778445
Fantasy Serenity Time 1522,1701,Banksy,Metropolitan Museum of Art,Surrealism,7022154,0.405353141
Love Light Time 2262,1751,Salvador Dali,Louvre Museum,Expressionism,2399009,0.044254611
Sunset Tranquility Tranquility 2037,1889,Caravaggio,The British Museum,Realism,1146514,0.176120143
Colors Nature Time 2544,1569,Gustav Klimt,Uffizi Gallery,Baroque,7129322,0.332809922
Tranquility Whispers Harmony 1709,1879,Frida Kahlo,National Gallery,Abstract,1455297,0.941052454
Serenity Fantasy Colors 2307,1858,Diego Rivera,Louvre Museum,Baroque,1484998,0.576603046
Ocean Balance Beauty 1822,1976,Pablo Picasso,Uffizi Gallery,Romanticism,1753558,0.079521699
Colors Chaos Memories 2699,1652,Edvard Munch,The British Museum,Impressionism,2069040,0.666535829
Memories Serenity Harmony 2192,1593,Georgia O'Keeffe,Louvre Museum,Expressionism,7558372,0.580504075
Rhythm Rhythm Time 1783,1832,Claude Monet,Tate Modern,Baroque,5111718,0.727231623
Memories Beauty Tranquility 2284,1897,Henri Matisse,Museum of Modern Art,Baroque,3939575,0.831958981
Sunset Rhythm Abstract 2624,1784,Paul Cezanne,National Gallery,Realism,10507586,0.21870257
Memories Tranquility Whispers 1633,1674,Henri Matisse,Metropolitan Museum of Art,Impressionism,14678015,0.217728973
Harmony Serenity Passion 1780,1598,Banksy,Louvre Museum,Abstract,3258775,0.449526477
Time Sunset Abstract 2632,1955,Claude Monet,Vatican Museums,Expressionism,4958890,0.793117832
Beauty Balance Balance 1553,1915,Diego Rivera,Vatican Museums,Romanticism,3739084,0.049869251
Abstract Rhythm Beauty 1950,1850,Georgia O'Keeffe,State Hermitage Museum,Expressionism,3337430,0.510152275
Abstract Beauty Time 1642,1848,Gustav Klimt,Tate Modern,Baroque,10072984,0.379043915
Dream Euphoria Memories 2235,1976,Michelangelo Buonarroti,State Hermitage Museum,Impressionism,5638284,0.034442283
Balance Whispers Whispers 2492,2022,Edvard Munch,Uffizi Gallery,Impressionism,9159598,0.668958443
Sunset Time Tranquility 1859,1816,Lucian Freud,State Hermitage Museum,Expressionism,1687321,0.487647799
Forest Ocean Whispers 1858,1651,Jasper Johns,Louvre Museum,Realism,1533432,0.925435124
Balance Harmony Reflections 2226,1594,Jackson Pollock,Tate Modern,Expressionism,14885151,0.059905506
Whispers Rhythm Abstract 2352,1523,Mark Rothko,State Hermitage Museum,Baroque,6795591,0.351312672
Forest Love Whispers 1954,1921,Banksy,National Gallery,Surrealism,4002521,0.206491043
Forest Harmony Colors 2296,1931,Diego Rivera,Tate Modern,Realism,14453385,0.568574238
